"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050920","GO:0050920","regulation of chemotaxis","22/1023","214/18860",0.102803738317757,1.89528690583861,3.15436917711916,0.00304094641507538,0.0331922763980898,0.0271653903353906,"ADAM17/ADGRA2/CMKLR1/CSF1/CXCL12/CXCL8/DPP4/DUSP1/EFNB2/HMGB1/IL16/IL6/KDR/MEGF8/MET/NEDD9/PDGFRA/PDGFRB/PLXNA4/SCG2/TNFAIP6/TNFSF14",22
"GO:2000628","GO:2000628","regulation of miRNA metabolic process","12/1023","89/18860",0.134831460674157,2.4857491185871,3.36459674711569,0.00304728168550887,0.0331927046405016,0.0271657408197061,"ATOH8/EGR1/FOXO3/GATA2/IL6/KLF4/MYB/NFATC4/PNPT1/SREBF2/TP53/ZC3H12A",12
"GO:0015931","GO:0015931","nucleobase-containing compound transport","24/1023","241/18860",0.0995850622406639,1.83594748177803,3.12784756831863,0.00306892946932366,0.0333595797160295,0.0273023155610584,"ABCC1/ALYREF/DDX39A/DHX9/HNRNPA2B1/MAGOH/NDC1/NUP107/NUP205/NUP37/NUP50/NUP58/NUP88/NUP93/P2RX7/PEG10/PNPT1/SLC25A23/SMG6/SRSF1/SRSF3/SRSF7/SSB/ZFP36L1",24
"GO:0031113","GO:0031113","regulation of microtubule polymerization","10/1023","67/18860",0.149253731343284,2.75163770589866,3.4396944899483,0.0031300199322287,0.0338839118741473,0.0277314421316448,"ABL1/CLIP3/HAUS8/MAPRE1/MET/NUMA1/PDE4DIP/PSRC1/SKA1/STMN1",10
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process","10/1023","67/18860",0.149253731343284,2.75163770589866,3.4396944899483,0.0031300199322287,0.0338839118741473,0.0277314421316448,"ABL1/FOXO3/GATA2/ICAM1/ID1/ITGB3/KDR/NDNF/SCG2/TNFAIP3",10
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","13/1023","101/18860",0.128712871287129,2.37294697211657,3.31318624575272,0.00316220262840733,0.0341621562642693,0.0279591643094082,"ABL1/CORO1C/FBLN1/FN1/FZD4/ITGA8/ITGAV/ITGB3/KIF14/LAMB1/LAMC1/NEDD9/PDPN",13
"GO:0007015","GO:0007015","actin filament organization","40/1023","469/18860",0.0852878464818763,1.57236440337066,3.00602512569889,0.00318136831198504,0.0342989238052866,0.028071098290446,"ABL1/ACTC1/ACTR2/ACTR3/ADD3/AMOT/ARHGAP18/ARHGAP28/ARHGEF10L/ARHGEF2/ARRB1/CDC42EP3/CGNL1/CORO1C/CORO2B/CXCL12/DIAPH3/DPYSL3/ELN/ENAH/EZR/GAS2L3/HSP90B1/IQGAP3/JMY/LIMA1/LIMCH1/MET/MYO1D/NEDD9/RDX/RGS4/RHOU/SPTA1/SSH2/STMN1/SVIL/TPM3/WASF3/WIPF1",40
"GO:0032355","GO:0032355","response to estradiol","14/1023","113/18860",0.123893805309735,2.28410280365747,3.27875802976036,0.00319682951892139,0.0343952759668441,0.0281499553126934,"ASS1/CCNA2/CCND1/CFLAR/COL1A1/DDX18/DUSP1/EZH2/KIF18A/MMP2/PCNA/PTCH1/PTGFR/SOCS2",14
"GO:0031032","GO:0031032","actomyosin structure organization","22/1023","215/18860",0.102325581395349,1.88647161790448,3.13068312591441,0.00321919673921334,0.0345653873913091,0.0282891787630732,"ABL1/ACTC1/AMOT/ANLN/ARHGAP28/ARHGEF10L/ARRB1/CFLAR/CGNL1/CORO2B/CSRP1/ECT2/ELN/EPB41L3/IQGAP3/LIMCH1/MET/MYPN/PDGFRA/PDGFRB/RACGAP1/STMN1",22
"GO:0016049","GO:0016049","cell growth","42/1023","499/18860",0.0841683366733467,1.55172515118213,2.99130798862437,0.00323424295168024,0.0346144139560807,0.0283293033315979,"ABL1/ADAM17/AURKA/BDNF/BRCA1/BTG1/CDKN2C/CLSTN3/COL14A1/CXCL12/DCUN1D5/EXOSC9/FN1/FOXP1/IGFBP3/KIF14/MEGF8/MMP14/NANOS1/NRCAM/NRP2/PAPPA2/PDLIM5/PLXNA4/PML/PSRC1/RB1/RGMA/RGS2/RGS4/SESN2/SGK1/SLC23A2/SLIT3/SOCS2/SPHK1/SPOCK1/TNC/TNFRSF12A/TP53/ULK1/WFDC1",42
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","24/1023","242/18860",0.0991735537190083,1.82836092193597,3.10596826290643,0.00323689417305535,0.0346144139560807,0.0283293033315979,"ABL1/ARRB1/BAG2/CDC20/CEP78/COPS2/DCUN1D5/EGR1/FANCI/GTPBP4/HSP90AA1/HSPA5/MAD2L1/NDFIP2/PLK1/SPHK1/SQSTM1/TNFAIP3/TNIP1/UBE2C/UBE2N/UBE2S/UBE2V2/ZC3H12A",24
"GO:0090050","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","7/1023","37/18860",0.189189189189189,3.48788671369317,3.62763248813423,0.00333230432745407,0.0355625676403601,0.0291052960541961,"ABL1/ANXA1/GATA2/KDR/NUS1/PLK2/TGFBR3",7
"GO:0042176","GO:0042176","regulation of protein catabolic process","34/1023","383/18860",0.0887728459530026,1.63661375823424,3.01436555661653,0.00336131843974492,0.0357655756192289,0.0292714428686245,"AURKA/BAG2/CDC20/CDK2/CLU/CREBRF/CUL4B/CYP51A1/DTL/EZR/FAM83D/HMGCR/HSP90AA1/LDLR/LRP1/MAD2L1/NUDT15/ODC1/PBK/PCSK9/PLK1/PLK2/PSMC2/PSMC6/PSMD14/RDX/RGMA/SH3D19/SNX33/SUMO1/TMEM132A/TMX1/TNFAIP3/UCHL5",34
"GO:0021846","GO:0021846","cell proliferation in forebrain","6/1023","28/18860",0.214285714285714,3.95056556346879,3.74172877038054,0.0033784629473399,0.0357655756192289,0.0292714428686245,"AKNA/FGFR2/GLI3/KIF14/NUMBL/RRM1",6
"GO:0060740","GO:0060740","prostate gland epithelium morphogenesis","6/1023","28/18860",0.214285714285714,3.95056556346879,3.74172877038054,0.0033784629473399,0.0357655756192289,0.0292714428686245,"CYP7B1/FGFR2/ID4/MMP2/NOG/TNC",6
"GO:2000647","GO:2000647","negative regulation of stem cell proliferation","6/1023","28/18860",0.214285714285714,3.95056556346879,3.74172877038054,0.0033784629473399,0.0357655756192289,0.0292714428686245,"CD109/CDKN2C/FBLN1/GLI3/PTCH1/TP53",6
"GO:0007411","GO:0007411","axon guidance","24/1023","243/18860",0.0987654320987654,1.82083680291566,3.08419158966065,0.00341253986768723,0.0360539282213368,0.0295074378602467,"ABLIM1/ADAM17/APBB2/BDNF/CXCL12/EFNB2/EFNB3/ENAH/EPHA4/EPHB6/GLI3/LAMA2/MEGF8/MYPN/NCAM1/NOG/NRCAM/NRP2/PLXNA4/PTCH1/SEMA3C/SLIT3/TUBB3/UNC5B",24
"GO:0045638","GO:0045638","negative regulation of myeloid cell differentiation","13/1023","102/18860",0.127450980392157,2.34968278611542,3.27321678822502,0.00344871292562041,0.0362906477921573,0.0297011750858663,"FBN1/GATA2/HMGB3/KLF13/MAFB/MYB/NFKBIA/TLR3/TNFAIP6/TNFRSF11B/UBASH3B/ZBTB16/ZFP36L1",13
"GO:0071229","GO:0071229","cellular response to acid chemical","13/1023","102/18860",0.127450980392157,2.34968278611542,3.27321678822502,0.00344871292562041,0.0362906477921573,0.0297011750858663,"ASS1/COL16A1/COL1A1/COL1A2/COL3A1/COL5A2/COL6A1/DNMT1/HNRNPAB/MMP2/PDGFRA/SESN2/STAMBPL1",13
"GO:0000731","GO:0000731","DNA synthesis involved in DNA repair","8/1023","47/18860",0.170212765957447,3.13803789438656,3.51456468228344,0.00347401408895172,0.0364840682807838,0.0298594752581529,"DTL/PCLAF/PCNA/POLA1/POLE2/POLQ/RFC3/RRM1",8
"GO:0042698","GO:0042698","ovulation cycle","10/1023","68/18860",0.147058823529412,2.7111724455178,3.38530633344852,0.00349533373770955,0.0365623005261999,0.0299235024872002,"ADAMTS1/CA12/EGR1/FOXO3/FZD4/MMP2/PCNA/PDGFRA/SLIT3/TNFAIP6",10
"GO:0055021","GO:0055021","regulation of cardiac muscle tissue growth","10/1023","68/18860",0.147058823529412,2.7111724455178,3.38530633344852,0.00349533373770955,0.0365623005261999,0.0299235024872002,"CCNB1/CDK1/COL14A1/FGFR2/FOXP1/NOG/PIM1/RGS2/RGS4/TGFBR3",10
"GO:0061041","GO:0061041","regulation of wound healing","16/1023","139/18860",0.115107913669065,2.12212634584415,3.17995429891684,0.00358200861836667,0.0373947513584735,0.0306048010978322,"ANXA1/C1QTNF1/CD109/CLDN1/DDR2/FAP/HMGB1/HPSE/PDGFRA/PLAT/PLAU/TMX1/TNFAIP3/TNFRSF12A/UBASH3B/WFDC1",16
"GO:0097485","GO:0097485","neuron projection guidance","24/1023","244/18860",0.0983606557377049,1.81337435700207,3.06251655757199,0.00359613789419038,0.0374680612216832,0.0306647997259962,"ABLIM1/ADAM17/APBB2/BDNF/CXCL12/EFNB2/EFNB3/ENAH/EPHA4/EPHB6/GLI3/LAMA2/MEGF8/MYPN/NCAM1/NOG/NRCAM/NRP2/PLXNA4/PTCH1/SEMA3C/SLIT3/TUBB3/UNC5B",24
"GO:0046653","GO:0046653","tetrahydrofolate metabolic process","5/1023","20/18860",0.25,4.60899315738025,3.8672019156903,0.00364007643429185,0.0377765412629659,0.0309172675179493,"DHFR/GCH1/MTHFD1/MTHFR/TYMS",5
"GO:0061298","GO:0061298","retina vasculature development in camera-type eye","5/1023","20/18860",0.25,4.60899315738025,3.8672019156903,0.00364007643429185,0.0377765412629659,0.0309172675179493,"ACVR2B/CYP1B1/FZD4/PDGFRA/PDGFRB",5
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","34/1023","385/18860",0.0883116883116883,1.62811186858108,2.9820256994376,0.00364759892641121,0.0377802387820038,0.0309202936601377,"ABL1/ADAM17/ADGRA2/ASPN/BAMBI/BCL9L/CD109/CDKN2B/CFLAR/CREB3L1/CRIM1/DKK1/FBN1/FZD4/GDF15/GDF5/GREM2/HDAC2/HSPA5/ITGA3/ITGA8/ITGB3/KDR/NOG/NUMA1/PEG10/PMEPA1/RGMA/SULF2/TGFBR3/TNFAIP6/TP53/VASN/ZNF423",34
"GO:1903707","GO:1903707","negative regulation of hemopoiesis","15/1023","127/18860",0.118110236220472,2.17747708222689,3.18850349880833,0.00369204818306101,0.0381656431786229,0.0312357182711395,"ANXA1/CBFB/FBN1/GATA2/GLI3/HLX/HMGB1/HMGB3/IRF1/MAFB/TLR3/TNFAIP6/TNFRSF11B/UBASH3B/ZC3H12A",15
"GO:0060541","GO:0060541","respiratory system development","23/1023","231/18860",0.0995670995670996,1.83561632241984,3.06023215535739,0.00370813497156368,0.0382569228377372,0.031310423830342,"ACVR2B/ASS1/CHI3L1/COL3A1/COL6A1/DLG5/FBN1/FGFR2/GLI3/GSTCD/HEG1/HMGB1/ID1/ITGA3/KDR/MMP14/MSC/NOG/PDGFRA/PDPN/TIMELESS/TNC/YWHAZ",23
"GO:0006606","GO:0006606","protein import into nucleus","19/1023","178/18860",0.106741573033708,1.96788471888146,3.10712118036346,0.00374580975516804,0.0385239699052088,0.031528981838801,"CDK1/CSE1L/ECT2/GLI3/HSP90AA1/INSIG1/KPNA2/NFKBIA/NUP107/NUP50/NUP58/NUP88/NUP93/PML/POLA2/SQSTM1/SUMO1/TP53/ZC3H12A",19
"GO:0046620","GO:0046620","regulation of organ growth","13/1023","103/18860",0.12621359223301,2.32687033188129,3.23371430399043,0.00375594092019676,0.0385239699052088,0.031528981838801,"BCL2L11/CCNB1/CDK1/COL14A1/FGFR2/FOXP1/HLX/NOG/PIM1/RGS2/RGS4/TGFBR3/WWC1",13
"GO:0060419","GO:0060419","heart growth","13/1023","103/18860",0.12621359223301,2.32687033188129,3.23371430399043,0.00375594092019676,0.0385239699052088,0.031528981838801,"ABL1/CCNB1/CDK1/COL14A1/FGFR2/FOXP1/HEG1/NOG/PDLIM5/PIM1/RGS2/RGS4/TGFBR3",13
"GO:0051298","GO:0051298","centrosome duplication","11/1023","80/18860",0.1375,2.53494623655914,3.29478142465055,0.00383146280321996,0.0392222755312149,0.0321004926528332,"BRCA1/CCNF/CDK2/CHMP1B/NDC80/PLK2/PLK4/POC1A/STIL/WDR62/XRCC3",11
"GO:0043525","GO:0043525","positive regulation of neuron apoptotic process","10/1023","69/18860",0.144927536231884,2.67188009123493,3.33189238771573,0.00389367684985227,0.0395860568880307,0.0323982204264911,"ABL1/BCL2L11/CFLAR/FOXO3/HTR2A/MMP2/MYB/NFATC4/PCSK9/TP53",10
"GO:0001556","GO:0001556","oocyte maturation","7/1023","38/18860",0.184210526315789,3.39610022122756,3.54078970595163,0.00389703405252047,0.0395860568880307,0.0323982204264911,"AURKA/CCNB1/CDC25B/DMC1/FOXO3/RPS6KA2/TRIP13",7
"GO:0031112","GO:0031112","positive regulation of microtubule polymerization or depolymerization","7/1023","38/18860",0.184210526315789,3.39610022122756,3.54078970595163,0.00389703405252047,0.0395860568880307,0.0323982204264911,"AURKB/MAPRE1/MET/NUMA1/PDE4DIP/PSRC1/SKA1",7
"GO:1902410","GO:1902410","mitotic cytokinetic process","7/1023","38/18860",0.184210526315789,3.39610022122756,3.54078970595163,0.00389703405252047,0.0395860568880307,0.0323982204264911,"AURKB/CEP55/CHMP1B/ECT2/IQGAP3/KIF20A/KIF20B",7
"GO:0071772","GO:0071772","response to BMP","20/1023","192/18860",0.104166666666667,1.92041381557511,3.06987779894052,0.003950535354693,0.0399754748367399,0.0327169298290466,"ABL1/ACVR2B/BAMBI/CRIM1/DKK1/EGR1/FBN1/GDF5/GREM2/ID1/ITGA3/KDR/MEGF8/NOG/NUMA1/RGMA/TGFBR3/TMEM119/TNFAIP6/ZNF423",20
"GO:0071773","GO:0071773","cellular response to BMP stimulus","20/1023","192/18860",0.104166666666667,1.92041381557511,3.06987779894052,0.003950535354693,0.0399754748367399,0.0327169298290466,"ABL1/ACVR2B/BAMBI/CRIM1/DKK1/EGR1/FBN1/GDF5/GREM2/ID1/ITGA3/KDR/MEGF8/NOG/NUMA1/RGMA/TGFBR3/TMEM119/TNFAIP6/ZNF423",20
"GO:0120163","GO:0120163","negative regulation of cold-induced thermogenesis","8/1023","48/18860",0.166666666666667,3.07266210492017,3.44324465304349,0.00397467493235645,0.0401012982489299,0.0328199068609463,"ACVR2B/ADAM17/ALDH1A1/ID1/LAMA4/NPR3/RB1/ZNF423",8
"GO:0001824","GO:0001824","blastocyst development","15/1023","128/18860",0.1171875,2.16046554252199,3.15486950916995,0.00397818266012715,0.0401012982489299,0.0328199068609463,"ACTL6A/ASF1B/CHEK1/COPS2/GINS1/GINS4/KLF4/MXI1/NASP/NCAPG2/NEK2/RRM2/SLC35E2B/SUV39H1/TM4SF1",15
"GO:0034644","GO:0034644","cellular response to UV","12/1023","92/18860",0.130434782608696,2.40469208211144,3.23446377592542,0.00401706121772489,0.0404159288928351,0.0330774084601332,"AURKB/CUL4B/EIF2S1/MAP3K20/MFAP4/MMP2/NFATC4/PBK/PCNA/PTPRK/TP53/TP53INP1",12
"GO:1903055","GO:1903055","positive regulation of extracellular matrix organization","6/1023","29/18860",0.206896551724138,3.81433916472849,3.63224372905415,0.00406746963352183,0.0408451426817659,0.0334286877750496,"ABL1/CFLAR/DDR2/IL6/PDPN/RB1",6
"GO:0055001","GO:0055001","muscle cell development","21/1023","206/18860",0.101941747572816,1.87939526805797,3.03926094473864,0.00411668127638165,0.0412607294469279,0.0337688143924122,"ACTC1/ANK2/CACNB4/CCNB1/CDK1/CFLAR/CNTNAP1/COL14A1/COL6A1/CSRP1/FOXP1/MEGF10/MYPN/NFATC4/PDGFRA/PDGFRB/PDLIM5/RCAN1/RGS2/RGS4/SGCD",21
"GO:0040015","GO:0040015","negative regulation of multicellular organism growth","4/1023","13/18860",0.307692307692308,5.67260696292954,4.03595256832784,0.00414777629242163,0.0413366287592568,0.0338309322905905,"GDF15/PTCH1/SOCS2/STC2",4
"GO:0051443","GO:0051443","positive regulation of ubiquitin-protein transferase activity","4/1023","13/18860",0.307692307692308,5.67260696292954,4.03595256832784,0.00414777629242163,0.0413366287592568,0.0338309322905905,"CDC20/PLK1/UBE2C/UBE2S",4
"GO:2001046","GO:2001046","positive regulation of integrin-mediated signaling pathway","4/1023","13/18860",0.307692307692308,5.67260696292954,4.03595256832784,0.00414777629242163,0.0413366287592568,0.0338309322905905,"LAMA2/LAMB1/LAMC1/NID1",4
"GO:1901873","GO:1901873","regulation of post-translational protein modification","24/1023","247/18860",0.097165991902834,1.79134956724091,2.99809160340806,0.00419744812051845,0.0417348562288135,0.0341568516256502,"ABL1/ARRB1/BAG2/CDC20/CEP78/COPS2/DCUN1D5/EGR1/FANCI/GTPBP4/HSP90AA1/HSPA5/MAD2L1/NDFIP2/PLK1/SPHK1/SQSTM1/TNFAIP3/TNIP1/UBE2C/UBE2N/UBE2S/UBE2V2/ZC3H12A",24
"GO:0031960","GO:0031960","response to corticosteroid","17/1023","154/18860",0.11038961038961,2.03513983572635,3.08890931539322,0.00421148397453126,0.0417348562288135,0.0341568516256502,"ANXA1/ASS1/BCL2L11/CBX3/CCND1/CFLAR/CLDN1/DUSP1/FBXO32/FOXO3/HMGB1/IL6/PCNA/PTGDS/SGK1/SLIT3/ZFP36L1",17
"GO:0106106","GO:0106106","cold-induced thermogenesis","17/1023","154/18860",0.11038961038961,2.03513983572635,3.08890931539322,0.00421148397453126,0.0417348562288135,0.0341568516256502,"ACSL1/ACVR2B/ADAM17/ALDH1A1/CLSTN3/CMKLR1/DIO2/FABP5/G0S2/ID1/LAMA4/LPIN1/NPR3/PPARGC1A/RB1/SCD/ZNF423",17
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","18/1023","167/18860",0.107784431137725,1.98711082234358,3.06846297222255,0.00424431379613278,0.0419812801748819,0.0343585311550277,"ARHGEF2/BRCA1/CFLAR/CYLD/EYA1/G0S2/HMGB2/ICAM1/ITGAV/ITPRIP/KLF4/PML/SCG2/SRPX/TNFAIP3/TNFRSF12A/TNFSF14/UNC5B",18
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","28/1023","303/18860",0.0924092409240924,1.70365423639138,2.95707934684264,0.00426837121430934,0.0421401742356533,0.0344885740340114,"ABL1/ACKR3/ARRB1/CFLAR/CHI3L1/DDR2/DUSP1/EPHA4/EZR/FAM83D/FBLN1/FGFR2/FN1/GPNMB/HMGB1/HMGCR/HTR2A/ICAM1/ITGB3/KDR/KLF4/NAMPT/NEK10/PDGFRA/PDGFRB/RPS6KA6/TNIP1/YWHAZ",28
"GO:0043433","GO:0043433","negative regulation of DNA-binding transcription factor activity","10/1023","70/18860",0.142857142857143,2.63371037564586,3.27941922383618,0.00432707610613584,0.0426398976290619,0.0348975601752106,"ARRB1/CMKLR1/CYLD/CYP1B1/ID1/ID3/NFKBIA/PIM1/SUMO1/TRAF3",10
"GO:0030323","GO:0030323","respiratory tube development","21/1023","207/18860",0.101449275362319,1.87031606386445,3.0152551517769,0.00435444565079009,0.0428295475204578,0.0350527743962855,"ACVR2B/CHI3L1/COL3A1/COL6A1/DLG5/FBN1/FGFR2/GLI3/HEG1/HMGB1/ID1/ITGA3/KDR/MMP14/NOG/PCSK5/PDGFRA/PDPN/TIMELESS/TNC/YWHAZ",21
"GO:1901342","GO:1901342","regulation of vasculature development","33/1023","375/18860",0.088,1.62236559139785,2.91532999685312,0.00436912278669685,0.042893883298819,0.0351054284086453,"ABL1/ADAMTS1/ADGRA2/ADGRG6/ADM2/AMOT/ANGPTL7/BRCA1/BTG1/C3/CHI3L1/CREB3L1/CXCL12/CXCL8/CYP1B1/DDAH1/GATA2/GPNMB/HMGB1/ID1/IL6/ITGB3/ITGB8/KDR/KLF4/PLK2/PML/SPHK1/TGM2/TLR3/TNFAIP3/TNFRSF12A/ZC3H12A",33
"GO:0061351","GO:0061351","neural precursor cell proliferation","18/1023","168/18860",0.107142857142857,1.97528278173439,3.04083988206828,0.00451974523950689,0.0440988175571111,0.036091576784322,"AKNA/ARHGEF2/ASPM/FGFR2/FOXO3/GATA2/GLI3/ID4/KIF14/MELK/NUMBL/RACGAP1/RRM1/SHCBP1/SLC16A2/TOX/TP53/WDR62",18
"GO:0010883","GO:0010883","regulation of lipid storage","8/1023","49/18860",0.163265306122449,3.00995471502384,3.3737633182076,0.00452918934381613,0.0440988175571111,0.036091576784322,"C3/CLSTN3/IL6/ITGAV/ITGB3/NFKBIA/SREBF2/ZC3H12A",8
"GO:0032147","GO:0032147","activation of protein kinase activity","7/1023","39/18860",0.179487179487179,3.30902072837557,3.45680617239104,0.00453145113162377,0.0440988175571111,0.036091576784322,"CHI3L1/CLSPN/ECT2/FBN1/KIF14/TLR3/TPX2",7
"GO:1905508","GO:1905508","protein localization to microtubule organizing center","7/1023","39/18860",0.179487179487179,3.30902072837557,3.45680617239104,0.00453145113162377,0.0440988175571111,0.036091576784322,"AURKA/CEP78/MAPRE1/NUMA1/PLK1/SPAG5/STIL",7
"GO:0009163","GO:0009163","nucleoside biosynthetic process","5/1023","21/18860",0.238095238095238,4.3895172927431,3.7218153198513,0.00456713854062645,0.0440988175571111,0.036091576784322,"CDK1/HPRT1/PGM2/PNP/TK1",5
"GO:0034404","GO:0034404","nucleobase-containing small molecule biosynthetic process","5/1023","21/18860",0.238095238095238,4.3895172927431,3.7218153198513,0.00456713854062645,0.0440988175571111,0.036091576784322,"CDK1/HPRT1/PGM2/PNP/TK1",5
"GO:0048846","GO:0048846","axon extension involved in axon guidance","5/1023","21/18860",0.238095238095238,4.3895172927431,3.7218153198513,0.00456713854062645,0.0440988175571111,0.036091576784322,"CXCL12/MEGF8/NRP2/PLXNA4/SLIT3",5
"GO:1900119","GO:1900119","positive regulation of execution phase of apoptosis","5/1023","21/18860",0.238095238095238,4.3895172927431,3.7218153198513,0.00456713854062645,0.0440988175571111,0.036091576784322,"FAP/HSPD1/HTR2A/TP53/ZC3H12A",5
"GO:1902284","GO:1902284","neuron projection extension involved in neuron projection guidance","5/1023","21/18860",0.238095238095238,4.3895172927431,3.7218153198513,0.00456713854062645,0.0440988175571111,0.036091576784322,"CXCL12/MEGF8/NRP2/PLXNA4/SLIT3",5
"GO:0090101","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","21/1023","208/18860",0.100961538461538,1.86132415971126,2.99138171153914,0.0046035011560035,0.0443686619642605,0.0363124242056353,"ABL1/ADAM17/ASPN/BAMBI/BCL9L/CD109/CRIM1/DKK1/FBN1/GDF15/GREM2/HDAC2/HSPA5/LRP1/NOG/PEG10/PMEPA1/TGFBR3/TNFAIP6/TP53/VASN",21
"GO:0001570","GO:0001570","vasculogenesis","11/1023","82/18860",0.134146341463415,2.47311827956989,3.20151925667662,0.00464276175165931,0.044508365957102,0.0364267614523922,"ACKR3/AMOT/FZD4/HEG1/ITGAV/ITGB8/KDR/PDGFRB/TGFBR3/ZFP36L1/ZMIZ1",11
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","11/1023","82/18860",0.134146341463415,2.47311827956989,3.20151925667662,0.00464276175165931,0.044508365957102,0.0364267614523922,"FOXM1/FOXO3/GTSE1/HIC1/NDRG1/PLA2R1/PLK2/PML/RPS6KA6/SESN2/TP53",11
"GO:0022604","GO:0022604","regulation of cell morphogenesis","24/1023","249/18860",0.0963855421686747,1.77696121730323,2.95563228017546,0.00464332345910587,0.044508365957102,0.0364267614523922,"ANXA1/ARHGAP18/BAMBI/BCL9L/CDC42EP3/CORO1C/EPB41L3/EPHA4/EZR/FN1/FZD4/KDR/LARP4/NTNG1/NTNG2/NUMBL/PDPN/RDX/RHOU/SH3D19/SLC23A2/SPTA1/SYNE3/WASF3",24
"GO:1904018","GO:1904018","positive regulation of vasculature development","20/1023","195/18860",0.102564102564103,1.89086898764318,2.99470046702355,0.00470271666267068,0.0449958661444643,0.0368257438156216,"ABL1/ADM2/BRCA1/BTG1/C3/CHI3L1/CXCL12/CXCL8/CYP1B1/DDAH1/GATA2/HMGB1/ITGB3/ITGB8/KDR/KLF4/SPHK1/TGM2/TLR3/ZC3H12A",20
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","22/1023","222/18860",0.0990990990990991,1.82698827860118,2.96833168943334,0.00472895527704913,0.0450733872615175,0.0368891890394059,"ANXA1/ASS1/BCL2L11/BRCA1/CALCOCO1/CBX3/CFLAR/CREBRF/CYP7B1/FBXO32/FOXO3/FOXP1/HDAC2/HSPA8/LBH/MGARP/PMEPA1/SGK1/VDR/YWHAH/ZFP36L1/ZMIZ1",22
"GO:0045739","GO:0045739","positive regulation of DNA repair","16/1023","143/18860",0.111888111888112,2.06276616833802,3.05508895645042,0.00473646747778466,0.0450733872615175,0.0368891890394059,"ACTL6A/ACTR2/BRCA1/DHX9/EYA1/FANCB/FOXM1/FUS/HMGB1/NPAS2/PCNA/RAD51AP1/TIMELESS/UBE2N/UBE2V2/UCHL5",16
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","16/1023","143/18860",0.111888111888112,2.06276616833802,3.05508895645042,0.00473646747778466,0.0450733872615175,0.0368891890394059,"ABL1/ANXA1/CBFB/FOXP1/GLI3/HLX/HMGB1/IL6/IRF1/MYB/NFKBIZ/PNP/RELB/TOX/ZBTB16/ZC3H12A",16
"GO:0051147","GO:0051147","regulation of muscle cell differentiation","18/1023","169/18860",0.106508875739645,1.96359471793715,3.01340660054945,0.00480970935552384,0.045687905805985,0.0373921264073821,"BDNF/DKK1/DNMT1/EFNB2/EZH2/FGFR2/FOXP1/LAMA2/LAMB1/LAMC1/MEGF10/MMP14/NID1/RCAN1/RGS2/RGS4/SOD2/TMEM119",18
"GO:0046639","GO:0046639","negative regulation of alpha-beta T cell differentiation","6/1023","30/18860",0.2,3.6871945259042,3.5275308002436,0.0048550561223826,0.0459530626161599,0.0376091373819262,"ANXA1/CBFB/GLI3/HLX/HMGB1/ZC3H12A",6
"GO:0060512","GO:0060512","prostate gland morphogenesis","6/1023","30/18860",0.2,3.6871945259042,3.5275308002436,0.0048550561223826,0.0459530626161599,0.0376091373819262,"CYP7B1/FGFR2/ID4/MMP2/NOG/TNC",6
"GO:0050821","GO:0050821","protein stabilization","24/1023","250/18860",0.096,1.76985337243402,2.93454703856788,0.00488066380857526,0.0461126516107684,0.0377397490121675,"ANK2/BAG2/CCT2/CCT4/CCT5/CCT6A/CCT8/CDK7/CLU/EPHA4/GTPBP4/HSP90AA1/HSPD1/MCM8/NAA15/PAQR4/PFDN2/PIM1/PML/PPARGC1A/PTGES3/SUMO1/TCP1/TP53",24
"GO:0050767","GO:0050767","regulation of neurogenesis","33/1023","378/18860",0.0873015873015873,1.6094896740058,2.86664563400176,0.0049258132880182,0.04645597075927,0.0380207300020461,"ASPM/BDNF/CXCL12/DNAJB11/E2F1/EFNB3/EPHA4/EZH2/FN1/FZD4/GATA2/GLI3/HDAC2/HMGB2/ID4/IGDCC4/IL6/LDLR/MEGF8/MYB/NFATC4/NOG/NUMBL/RB1/RGMA/TGM2/TNFRSF12A/TP53/ULK1/WDR62/XRCC2/XRCC5/YWHAH",33
"GO:0051146","GO:0051146","striated muscle cell differentiation","29/1023","321/18860",0.0903426791277259,1.66555515967635,2.88024651330493,0.00505389562070425,0.0475424008446725,0.0389098915945836,"ACTC1/BDNF/CACYBP/CCL8/CCNB1/CDK1/CFLAR/CNTNAP1/COL14A1/COL6A1/CSRP1/DKK1/EFNB2/EZH2/FOXP1/GDF15/MMP14/MYPN/PDGFRA/PDGFRB/PDLIM5/PTGFRN/RB1/RCAN1/RGS2/RGS4/SGCD/TMEM119/TNFSF14",29
